,title,views,date_time,video_link,thumbnail_link
1071,Minimum changes to a string to make all substrings distinct | GeeksforGeeks,4.2K views,5 years ago,/watch?v=X939uyCIin4,https://i.ytimg.com/vi/X939uyCIin4/hqdefault.jpg
1072,Snake case of a given sentence | GeeksforGeeks,1.6K views,5 years ago,/watch?v=DB1Cj72963Q,https://i.ytimg.com/vi/DB1Cj72963Q/hqdefault.jpg
1073,Classroom Program in Noida | GeeksClasses,12K views,5 years ago,/watch?v=dpFaSGYUX6I,https://i.ytimg.com/vi/dpFaSGYUX6I/hqdefault.jpg
1074,Check if two strings have a common substring | GeeksforGeeks,8.8K views,5 years ago,/watch?v=ZdRMhgCuk3k,https://i.ytimg.com/vi/ZdRMhgCuk3k/hqdefault.jpg
1075,Program to print reciprocal of letters | GeeksforGeeks,1.4K views,5 years ago,/watch?v=rc4oLdTkF3g,https://i.ytimg.com/vi/rc4oLdTkF3g/hqdefault.jpg
1076,Reverse first K elements of given linked list | GeeksforGeeks,2.6K views,5 years ago,/watch?v=xSKFS5OA5JQ,https://i.ytimg.com/vi/xSKFS5OA5JQ/hqdefault.jpg
1077,First common element in two linked lists | GeeksforGeeks,2.9K views,5 years ago,/watch?v=3MpoDZBzSMA,https://i.ytimg.com/vi/3MpoDZBzSMA/hqdefault.jpg
1078,"Evaluate an array expression with numbers, + and – | GeeksforGeeks",1K views,5 years ago,/watch?v=oVW1_g7AnIg,https://i.ytimg.com/vi/oVW1_g7AnIg/hqdefault.jpg
1079,Length of longest balanced parentheses prefix | GeeksforGeeks,1.3K views,5 years ago,/watch?v=smAi9Fh4R1c,https://i.ytimg.com/vi/smAi9Fh4R1c/hqdefault.jpg
1080,Lexicographical Maximum substring of string | GeeksforGeeks,23K views,5 years ago,/watch?v=pMS4P7wxTU8,https://i.ytimg.com/vi/pMS4P7wxTU8/hqdefault.jpg
1081,Operating System | Process Management | GeeksforGeeks,12K views,5 years ago,/watch?v=zWtFoPL8BYg,https://i.ytimg.com/vi/zWtFoPL8BYg/hqdefault.jpg
1082,Java program to count the characters in each word in a given sentence | GeeksforGeeks,4.1K views,5 years ago,/watch?v=2Y5vWkeNjcg,https://i.ytimg.com/vi/2Y5vWkeNjcg/hqdefault.jpg
1083,Count of ‘GFG’ Subsequences in the given string | GeeksforGeeks,7.1K views,5 years ago,/watch?v=YdIncySuYXo,https://i.ytimg.com/vi/YdIncySuYXo/hqdefault.jpg
1084,Find the arrangement of queue at given time | GeeksforGeeks,833 views,5 years ago,/watch?v=P3qzZtp2Jdg,https://i.ytimg.com/vi/P3qzZtp2Jdg/hqdefault.jpg
1085,Queue based approach for first non-repeating character in a stream | GeeksforGeeks,20K views,5 years ago,/watch?v=Jkx1vP3ZkK0,https://i.ytimg.com/vi/Jkx1vP3ZkK0/hqdefault.jpg
1086,Recursive program to linearly search an element in a given array | GeeksforGeeks,12K views,5 years ago,/watch?v=6m6MQUnPOfI,https://i.ytimg.com/vi/Jkx1vP3ZkK0/hqdefault.jpg
1087,Median of Stream of Running Integers using STL | GeeksforGeeks,9.4K views,5 years ago,/watch?v=XpLJmPzpcCg,https://i.ytimg.com/vi/Jkx1vP3ZkK0/hqdefault.jpg
1088,Count Words in a string | GeeksforGeeks,3.3K views,5 years ago,/watch?v=o0q3-TrdCM8,https://i.ytimg.com/vi/Jkx1vP3ZkK0/hqdefault.jpg
1089,Remove minimum number of characters so that two strings become anagram | GeeksforGeeks,2.8K views,5 years ago,/watch?v=oXIiDLvGuLM,https://i.ytimg.com/vi/Jkx1vP3ZkK0/hqdefault.jpg
1090,Largest Sum Contiguous Subarray | GeeksforGeeks,11K views,5 years ago,/watch?v=qX6U6--RL74,https://i.ytimg.com/vi/Jkx1vP3ZkK0/hqdefault.jpg
1091,Sort the given string using character search | GeeksforGeeks,1.2K views,5 years ago,/watch?v=84MuoE41q5o,https://i.ytimg.com/vi/Jkx1vP3ZkK0/hqdefault.jpg
1092,Longest palindrome subsequence with O(n) space | GeeksforGeeks,4.5K views,5 years ago,/watch?v=i1o6rlqiSZM,https://i.ytimg.com/vi/Jkx1vP3ZkK0/hqdefault.jpg
1093,Program to print reciprocal of letters | GeeksforGeeks,2.6K views,5 years ago,/watch?v=pQAgcas2gHY,https://i.ytimg.com/vi/Jkx1vP3ZkK0/hqdefault.jpg
1094,Program to check if first and the last characters of string are equal | GeeksforGeeks,2.9K views,5 years ago,/watch?v=77rW4tCB56c,https://i.ytimg.com/vi/Jkx1vP3ZkK0/hqdefault.jpg
1095,Find the missing element in the Arithmetic Progression | GeeksforGeeks,9K views,5 years ago,/watch?v=hw8pXjHcV2s,https://i.ytimg.com/vi/Jkx1vP3ZkK0/hqdefault.jpg
1096,Remove all outgoing edges except edge with minimum weight | GeeksforGeeks,745 views,5 years ago,/watch?v=YjH_i11OTys,https://i.ytimg.com/vi/Jkx1vP3ZkK0/hqdefault.jpg
1097,Median of two sorted arrays of same size | GeeksforGeeks,33K views,5 years ago,/watch?v=OXIHGa949IE,https://i.ytimg.com/vi/Jkx1vP3ZkK0/hqdefault.jpg
1098,Find if there is a rectangle in binary matrix with corners as 1 | GeeksforGeeks,4.6K views,5 years ago,/watch?v=4_D8bRr2Pnc,https://i.ytimg.com/vi/Jkx1vP3ZkK0/hqdefault.jpg
1099,Place N^2 numbers in matrix such that every row has an equal sum | GeeksforGeeks,1.1K views,5 years ago,/watch?v=aepIYfYVpmE,https://i.ytimg.com/vi/Jkx1vP3ZkK0/hqdefault.jpg
1100,Print numbers having first and last bits as the only set bits | GeeksforGeeks,1.1K views,5 years ago,/watch?v=bh7d767JGhc,https://i.ytimg.com/vi/Jkx1vP3ZkK0/hqdefault.jpg
1101,Write an Efficient Method to Check if a Number is Multiple of 3 | GeeksforGeeks,8.6K views,5 years ago,/watch?v=HcD4CQprpB8,https://i.ytimg.com/vi/HcD4CQprpB8/hqdefault.jpg
1102,Technical Scripter - Event by GeeksforGeeks,14K views,5 years ago,/watch?v=KIQKbDGjVHY,https://i.ytimg.com/vi/KIQKbDGjVHY/hqdefault.jpg
1103,Find words which are greater than given length k | GeeksforGeeks,2.7K views,5 years ago,/watch?v=cpgsVV53mII,https://i.ytimg.com/vi/cpgsVV53mII/hqdefault.jpg
1104,Find last index of a character in a string | GeeksforGeeks,4K views,5 years ago,/watch?v=Ih9YswsVyn0,https://i.ytimg.com/vi/Ih9YswsVyn0/hqdefault.jpg
1105,Count consonants in a string | GeeksforGeeks,2.8K views,5 years ago,/watch?v=Vx_p55xy8KQ,https://i.ytimg.com/vi/Vx_p55xy8KQ/hqdefault.jpg
1106,Efficiently check whether n is a multiple of 4 or not | GeeksforGeeks,3.1K views,5 years ago,/watch?v=ke-Mai2m6Cg,https://i.ytimg.com/vi/ke-Mai2m6Cg/hqdefault.jpg
1107,Powers of 2 to required sum | GeeksforGeeks,3.2K views,5 years ago,/watch?v=XMrV93KSgKk,https://i.ytimg.com/vi/XMrV93KSgKk/hqdefault.jpg
1108,XOR counts of 0s and 1s in binary representation | GeeksforGeeks,2.5K views,5 years ago,/watch?v=0bSRz_zl0do,https://i.ytimg.com/vi/0bSRz_zl0do/hqdefault.jpg
1109,How to turn off a particular bit in a number? | GeeksforGeeks,5K views,5 years ago,/watch?v=tGpBOeBtr7w,https://i.ytimg.com/vi/tGpBOeBtr7w/hqdefault.jpg
1110,Check whether K-th bit is set or not | GeeksforGeeks,10K views,5 years ago,/watch?v=006HH_izfPM,https://i.ytimg.com/vi/006HH_izfPM/hqdefault.jpg
1111,Extract ‘k’ bits from a given position in a number | GeeksforGeeks,13K views,5 years ago,/watch?v=_FJ6FoEc7Yk,https://i.ytimg.com/vi/_FJ6FoEc7Yk/hqdefault.jpg
1112,Heaven and Hell - Puzzle  | GeeksforGeeks,66K views,5 years ago,/watch?v=vPAgAPOiNVI,https://i.ytimg.com/vi/vPAgAPOiNVI/hqdefault.jpg
1113,Check if two numbers are equal without using comparison operators | GeeksforGeeks,9.5K views,5 years ago,/watch?v=if_uoOTVgXw,https://i.ytimg.com/vi/vPAgAPOiNVI/hqdefault.jpg
1114,Sudo GATE free preparation course | GeeksforGeeks,8.6K views,5 years ago,/watch?v=f-yvz0eG4m4,https://i.ytimg.com/vi/vPAgAPOiNVI/hqdefault.jpg
1115,Check if a number has two adjacent set bits | GeeksforGeeks,3.1K views,6 years ago,/watch?v=vCBaiGkDItM,https://i.ytimg.com/vi/vPAgAPOiNVI/hqdefault.jpg
1116,"Two nodes of a BST are swapped, correct the BST | GeeksforGeeks",15K views,6 years ago,/watch?v=wYaq3U7Mqyg,https://i.ytimg.com/vi/vPAgAPOiNVI/hqdefault.jpg
1117,Check if a queue can be sorted in another queue using a stack | GeeksforGeeks,6.5K views,6 years ago,/watch?v=fckxsNKtDUo,https://i.ytimg.com/vi/vPAgAPOiNVI/hqdefault.jpg
1118,Minimum cost to convert 3 X 3 matrix into magic square | GeeksforGeeks,40K views,6 years ago,/watch?v=2XcZKLpc56o,https://i.ytimg.com/vi/vPAgAPOiNVI/hqdefault.jpg
1119,Check whether a given matrix is orthogonal or not | GeeksforGeeks,6.8K views,6 years ago,/watch?v=ui4OQJjViMs,https://i.ytimg.com/vi/vPAgAPOiNVI/hqdefault.jpg
1120,Binary Trees (Introduction) | GeeksforGeeks,42K views,6 years ago,/watch?v=W6aZKAJcNJA,https://i.ytimg.com/vi/vPAgAPOiNVI/hqdefault.jpg
1121,Interchanging first and second halves of stings | GeeksforGeeks,925 views,6 years ago,/watch?v=Qo0zMKGEr18,https://i.ytimg.com/vi/vPAgAPOiNVI/hqdefault.jpg
1122,Microsoft's Most asked Interview Questions (Part 2) | GeeksforGeeks,55K views,6 years ago,/watch?v=O4zB91sMKhM,https://i.ytimg.com/vi/vPAgAPOiNVI/hqdefault.jpg
1123,Print middle level of perfect binary tree without finding height | GeeksforGeeks,1K views,6 years ago,/watch?v=gy_XfE9eVfc,https://i.ytimg.com/vi/vPAgAPOiNVI/hqdefault.jpg
1124,Euler tour of Binary Tree | GeeksforGeeks,12K views,6 years ago,/watch?v=c_pVFPP2Lb8,https://i.ytimg.com/vi/vPAgAPOiNVI/hqdefault.jpg
1125,Find if given vertical level of binary tree is sorted or not | GeeksforGeeks,445 views,6 years ago,/watch?v=R8s5NHqyovs,https://i.ytimg.com/vi/vPAgAPOiNVI/hqdefault.jpg
1126,String with maximum number of unique characters | GeeksforGeeks,3.1K views,6 years ago,/watch?v=kjSuTowqkzI,https://i.ytimg.com/vi/vPAgAPOiNVI/hqdefault.jpg
1127,Count substrings with each character occurring at most k times | GeeksforGeeks,3K views,6 years ago,/watch?v=cSa9ClP1Zo0,https://i.ytimg.com/vi/vPAgAPOiNVI/hqdefault.jpg
1128,Find if a string starts and ends with another given string | GeeksforGeeks,1.3K views,6 years ago,/watch?v=C58uB_j9O0M,https://i.ytimg.com/vi/vPAgAPOiNVI/hqdefault.jpg
1129,Sort the given string using character search | GeeksforGeeks,1.5K views,6 years ago,/watch?v=oyhg9rZYU7s,https://i.ytimg.com/vi/vPAgAPOiNVI/hqdefault.jpg
1130,Find a number in minimum steps | GeeksforGeeks,7.3K views,6 years ago,/watch?v=GcrapHAFnLg,https://i.ytimg.com/vi/vPAgAPOiNVI/hqdefault.jpg
1131,Level order traversal with direction change after every two levels | GeeksforGeeks,733 views,6 years ago,/watch?v=ihu0_AM4Pwc,https://i.ytimg.com/vi/ihu0_AM4Pwc/hqdefault.jpg
1132,Validity of a given Tic-Tac-Toe board configuration | GeeksforGeeks,6.1K views,6 years ago,/watch?v=RqOFx7Waehc,https://i.ytimg.com/vi/RqOFx7Waehc/hqdefault.jpg
1133,Hilbert Matrix | GeeksforGeeks,7.6K views,6 years ago,/watch?v=Rnp62zKoSb4,https://i.ytimg.com/vi/Rnp62zKoSb4/hqdefault.jpg
1134,Maximum product of 4 adjacent elements in matrix | GeeksforGeeks,2.3K views,6 years ago,/watch?v=d2lwo3BoYNk,https://i.ytimg.com/vi/d2lwo3BoYNk/hqdefault.jpg
1135,Tribonacci Word | GeeksforGeeks,1.5K views,6 years ago,/watch?v=TM5-ET2AKJY,https://i.ytimg.com/vi/TM5-ET2AKJY/hqdefault.jpg
1136,Minimum cost to construct a string | GeeksforGeeks,2.9K views,6 years ago,/watch?v=pvhWm7zhgGg,https://i.ytimg.com/vi/pvhWm7zhgGg/hqdefault.jpg
1137,Check if two trees are Mirror | GeeksforGeeks,6.1K views,6 years ago,/watch?v=UG3OhQ5QRkk,https://i.ytimg.com/vi/UG3OhQ5QRkk/hqdefault.jpg
1138,Detect if two integers have opposite signs (Bitwise Algorithms) | GeeksforGeeks,3.1K views,6 years ago,/watch?v=EmxGwW7Jwl8,https://i.ytimg.com/vi/EmxGwW7Jwl8/hqdefault.jpg
1139,Removing row or column wise duplicates from matrix of characters | GeeksforGeeks,1.9K views,6 years ago,/watch?v=f5M9v-WSXqw,https://i.ytimg.com/vi/f5M9v-WSXqw/hqdefault.jpg
1140,Program for FCFS Scheduling | Set 1 | GeeksforGeeks,32K views,6 years ago,/watch?v=Urltcu-8mcs,https://i.ytimg.com/vi/Urltcu-8mcs/hqdefault.jpg
1141,Maximum difference between node and its ancestor in Binary Tree | GeeksforGeeks,7.5K views,6 years ago,/watch?v=d3ceg_7NcEY,https://i.ytimg.com/vi/d3ceg_7NcEY/hqdefault.jpg
1142,Multilevel queue Scheduling | GeeksforGeeks,4K views,6 years ago,/watch?v=_Kcqumoy4VY,https://i.ytimg.com/vi/_Kcqumoy4VY/hqdefault.jpg
1143,Sudo Placement 2 | A free placement preparation course by GeeksforGeeks,21K views,6 years ago,/watch?v=GcQb-h_DtdE,https://i.ytimg.com/vi/GcQb-h_DtdE/hqdefault.jpg
1144,Find next right node of a given key | Set 2 | GeeksforGeeks,555 views,6 years ago,/watch?v=lI9eh_VVrsQ,https://i.ytimg.com/vi/lI9eh_VVrsQ/hqdefault.jpg
1145,Check for Integer Overflow | GeeksforGeeks,12K views,6 years ago,/watch?v=YU4oyORCMdA,https://i.ytimg.com/vi/YU4oyORCMdA/hqdefault.jpg
1146,Turn off the rightmost set bit | GeeksforGeeks,3.8K views,6 years ago,/watch?v=QKUh9hHqL4w,https://i.ytimg.com/vi/YU4oyORCMdA/hqdefault.jpg
1147,Convoy Effect | GeeksforGeeks,5.5K views,6 years ago,/watch?v=LgQ28ARVcSY,https://i.ytimg.com/vi/YU4oyORCMdA/hqdefault.jpg
1148,Sparse search | GeeksforGeeks,2K views,6 years ago,/watch?v=HS03UxTx-uA,https://i.ytimg.com/vi/YU4oyORCMdA/hqdefault.jpg
1149,Count occurences of a word in a string | GeeksforGeeks,18K views,6 years ago,/watch?v=AFj5gEmjimE,https://i.ytimg.com/vi/YU4oyORCMdA/hqdefault.jpg
1150,Sum of first K even-length Palindrome numbers | GeeksforGeeks,1.2K views,6 years ago,/watch?v=bOkE4jxXSrI,https://i.ytimg.com/vi/YU4oyORCMdA/hqdefault.jpg
1151,gOOGLE cASE of a given sentence | GeeksforGeeks,1K views,6 years ago,/watch?v=jr1DXn6pC3w,https://i.ytimg.com/vi/YU4oyORCMdA/hqdefault.jpg
1152,Remove all the palindromic words from the given sentence | GeeksforGeeks,4.1K views,6 years ago,/watch?v=GmqMmEx5JOI,https://i.ytimg.com/vi/YU4oyORCMdA/hqdefault.jpg
1153,Length of longest balanced parentheses prefix | GeeksforGeeks,1.9K views,6 years ago,/watch?v=yKoBPhyMRRc,https://i.ytimg.com/vi/YU4oyORCMdA/hqdefault.jpg
1154,Converting one string to other using append and delete last operations | GeeksforGeeks,5K views,6 years ago,/watch?v=lmAkZ1bKcc8,https://i.ytimg.com/vi/YU4oyORCMdA/hqdefault.jpg
1155,Reverse alternate levels of a perfect binary tree | GeeksforGeeks,3.1K views,6 years ago,/watch?v=jXqewB-CiJY,https://i.ytimg.com/vi/YU4oyORCMdA/hqdefault.jpg
1156,Print a Binary Tree in Vertical Order | Set 3 (Using Level Order Traversal) | GeeksforGeeks,19K views,6 years ago,/watch?v=5u7n4jWx5r0,https://i.ytimg.com/vi/YU4oyORCMdA/hqdefault.jpg
1157,Convert a normal BST to Balanced BST  | GeeksforGeeks,23K views,6 years ago,/watch?v=ElUqyFsddvo,https://i.ytimg.com/vi/YU4oyORCMdA/hqdefault.jpg
1158,"Program to count vowels, consonant, digits and special characters in string | GeeksforGeeks",17K views,6 years ago,/watch?v=2302sAlMZ8g,https://i.ytimg.com/vi/YU4oyORCMdA/hqdefault.jpg
1159,Construct a complete binary tree from given array in level order fashion | GeeksforGeeks,42K views,6 years ago,/watch?v=k14dvCPsn3Q,https://i.ytimg.com/vi/YU4oyORCMdA/hqdefault.jpg
1160,Find one extra character in a string | GeeksforGeeks,3.9K views,6 years ago,/watch?v=NrvoNxLThg0,https://i.ytimg.com/vi/YU4oyORCMdA/hqdefault.jpg
1161,Check if all levels of two trees are anagrams or not | GeeksforGeeks,2.2K views,6 years ago,/watch?v=Z9J_dMFJyCw,https://i.ytimg.com/vi/Z9J_dMFJyCw/hqdefault.jpg
1162,Microsoft's Most asked Interview Questions (Part 1) | GeeksforGeeks,188K views,6 years ago,/watch?v=SsmNI3Mlp0I,https://i.ytimg.com/vi/SsmNI3Mlp0I/hqdefault.jpg
1163,Smallest alphabet greater than a given character | GeeksforGeeks,1.9K views,6 years ago,/watch?v=RPG44L2XlG8,https://i.ytimg.com/vi/RPG44L2XlG8/hqdefault.jpg
1164,Fibonacci Word | GeeksforGeeks,3.9K views,6 years ago,/watch?v=G2CttokqYwo,https://i.ytimg.com/vi/G2CttokqYwo/hqdefault.jpg
1165,Count palindrome words in a sentence | GeeksforGeeks,17K views,6 years ago,/watch?v=z-5HChTA0ME,https://i.ytimg.com/vi/z-5HChTA0ME/hqdefault.jpg
1166,Closest product pair in an array | GeeksforGeeks,2.5K views,6 years ago,/watch?v=k7NV6LsJeU8,https://i.ytimg.com/vi/k7NV6LsJeU8/hqdefault.jpg
1167,Amazon Interview Questions - 2 | GeeksforGeeks,71K views,6 years ago,/watch?v=bptRLm3OiV8,https://i.ytimg.com/vi/bptRLm3OiV8/hqdefault.jpg
1168,Remove consecutive vowels from string | GeeksforGeeks,5.4K views,6 years ago,/watch?v=Q_hsm2Qh9SE,https://i.ytimg.com/vi/Q_hsm2Qh9SE/hqdefault.jpg
1169,Program for Priority Scheduling (Set 1)| GeeksforGeeks,7.2K views,6 years ago,/watch?v=MFa2NvJOI54,https://i.ytimg.com/vi/MFa2NvJOI54/hqdefault.jpg
1170,Sudo Placement | A Brief Reminder,3.4K views,6 years ago,/watch?v=Rk109Ko7c9o,https://i.ytimg.com/vi/Rk109Ko7c9o/hqdefault.jpg
1171,Perfect Square String | GeeksforGeeks,1.2K views,6 years ago,/watch?v=_Fv1yMF3bfo,https://i.ytimg.com/vi/_Fv1yMF3bfo/hqdefault.jpg
1172,Check whether second string can be formed from characters of first string | GeeksforGeeks,3.2K views,6 years ago,/watch?v=2J9r0lvAQjI,https://i.ytimg.com/vi/2J9r0lvAQjI/hqdefault.jpg
1173,Print all funny words in a string | GeeksforGeeks,1.3K views,6 years ago,/watch?v=f0GkhCOX5eY,https://i.ytimg.com/vi/2J9r0lvAQjI/hqdefault.jpg
1174,Egg Dropping Problem - Approach to write the code (Dynamic Programming) | GeeksforGeeks,114K views,6 years ago,/watch?v=KVfxgpI3Tv0,https://i.ytimg.com/vi/2J9r0lvAQjI/hqdefault.jpg
1175,Pro Geek Cup 2.0 | GeeksforGeeks,1.7K views,6 years ago,/watch?v=XPUVr8pHkpY,https://i.ytimg.com/vi/2J9r0lvAQjI/hqdefault.jpg
1176,Number of flips to make binary string alternate | GeeksforGeeks,6.7K views,6 years ago,/watch?v=3jxxC7959jY,https://i.ytimg.com/vi/2J9r0lvAQjI/hqdefault.jpg
1177,Multilevel Feedback Queue Scheduling (Operating System) | GeeksforGeeks,11K views,6 years ago,/watch?v=cApdURNWJPc,https://i.ytimg.com/vi/2J9r0lvAQjI/hqdefault.jpg
1178,Sudo Placement | A free placement preparation course by GeeksforGeeks,31K views,6 years ago,/watch?v=hGa9MyvDsk4,https://i.ytimg.com/vi/2J9r0lvAQjI/hqdefault.jpg
1179,Knapsack Problem - Approach to write the code (Dynamic Programming) | GeeksforGeeks,115K views,6 years ago,/watch?v=ywiH-zRH1mA,https://i.ytimg.com/vi/2J9r0lvAQjI/hqdefault.jpg
1180,Minimum increment by k operations to make all elements equal | GeeksforGeeks,5.6K views,6 years ago,/watch?v=DcZLMa5UP7s,https://i.ytimg.com/vi/2J9r0lvAQjI/hqdefault.jpg
1181,Sum of nodes on the longest path from root to leaf node | GeeksforGeeks,4.9K views,6 years ago,/watch?v=O9jsfsa4idU,https://i.ytimg.com/vi/2J9r0lvAQjI/hqdefault.jpg
1182,Interleave the first half of the queue with second half | GeeksforGeeks,4.3K views,6 years ago,/watch?v=BNuXP58kAWk,https://i.ytimg.com/vi/2J9r0lvAQjI/hqdefault.jpg
1183,Sum of all the parent nodes having child node x | GeeksforGeeks,1.2K views,6 years ago,/watch?v=bG6nkyHkzXM,https://i.ytimg.com/vi/2J9r0lvAQjI/hqdefault.jpg
1184,Binary tree to string with brackets | GeeksforGeeks,8.7K views,6 years ago,/watch?v=ymIgl_tFAwQ,https://i.ytimg.com/vi/2J9r0lvAQjI/hqdefault.jpg
1185,Access Modifiers in Java | GeeksforGeeks,41K views,6 years ago,/watch?v=Ruy-yzj-JG8,https://i.ytimg.com/vi/2J9r0lvAQjI/hqdefault.jpg
1186,Number of children of given node in n-ary Tree | GeeksforGeeks,5.2K views,6 years ago,/watch?v=TPTa3cm5YYc,https://i.ytimg.com/vi/2J9r0lvAQjI/hqdefault.jpg
1187,Check whether a given string is an interleaving of two other given strings | GeeksforGeeks,12K views,6 years ago,/watch?v=WBXy-sztEwI,https://i.ytimg.com/vi/2J9r0lvAQjI/hqdefault.jpg
1188,Find largest subtree sum in a tree | GeeksforGeeks,5.5K views,6 years ago,/watch?v=7opoOv7SVko,https://i.ytimg.com/vi/2J9r0lvAQjI/hqdefault.jpg
1189,Shortest Job First (or SJF) scheduling | Set 1 (Non- preemptive) | GeeksforGeeks,14K views,6 years ago,/watch?v=LGKAScZD8Yk,https://i.ytimg.com/vi/2J9r0lvAQjI/hqdefault.jpg
1190,Depth of an N-Ary tree | GeeksforGeeks,7K views,6 years ago,/watch?v=x_hJLIOIqa8,https://i.ytimg.com/vi/2J9r0lvAQjI/hqdefault.jpg
1191,Number of siblings of a given Node in n-ary Tree | GeeksforGeeks,2.8K views,6 years ago,/watch?v=Zm8SMMtJkF8,https://i.ytimg.com/vi/Zm8SMMtJkF8/hqdefault.jpg
1192,"Print all the paths from root, with a specified sum in Binary tree | GeeksforGeeks",2.8K views,6 years ago,/watch?v=EKcSdsPro0s,https://i.ytimg.com/vi/EKcSdsPro0s/hqdefault.jpg
1193,BST to a Tree with sum of all smaller keys | GeeksforGeeks,1.1K views,6 years ago,/watch?v=AmSgD5JYMAc,https://i.ytimg.com/vi/AmSgD5JYMAc/hqdefault.jpg
1194,Root to leaf path with maximum distinct nodes | GeeksforGeeks,5.6K views,6 years ago,/watch?v=YYvhvJA_sqA,https://i.ytimg.com/vi/YYvhvJA_sqA/hqdefault.jpg
1195,Find the closest element in Binary Search Tree | GeeksforGeeks,8.7K views,6 years ago,/watch?v=jC36sjf3PCo,https://i.ytimg.com/vi/jC36sjf3PCo/hqdefault.jpg
1196,Sum of k smallest elements in BST | GeeksforGeeks,3.1K views,6 years ago,/watch?v=S02iWYlmyH4,https://i.ytimg.com/vi/S02iWYlmyH4/hqdefault.jpg
1197,Print all k-sum paths in a binary tree | GeeksforGeeks,16K views,6 years ago,/watch?v=7oL8kDCk1OI,https://i.ytimg.com/vi/7oL8kDCk1OI/hqdefault.jpg
1198,Symmetric Tree (Mirror Image of itself) | GeeksforGeeks,6.9K views,6 years ago,/watch?v=UaZtKuaVNp0,https://i.ytimg.com/vi/UaZtKuaVNp0/hqdefault.jpg
1199,Convert a BST to a Binary Tree so that sum of greater keys is added to every key | GeeksforGeeks,1.3K views,6 years ago,/watch?v=9zAPzXK5EaU,https://i.ytimg.com/vi/9zAPzXK5EaU/hqdefault.jpg
1200,Check if all leaves are at same level | GeeksforGeeks,6.1K views,6 years ago,/watch?v=K5ifmmXjwOg,https://i.ytimg.com/vi/K5ifmmXjwOg/hqdefault.jpg
1201,Detect if two integers have opposite signs (Dynamic Programming)  | GeeksforGeeks,3.9K views,6 years ago,/watch?v=L7OojUR1wFM,https://i.ytimg.com/vi/L7OojUR1wFM/hqdefault.jpg
1202,K’th Largest Element in BST when modification to BST is not allowed | GeeksforGeeks,15K views,6 years ago,/watch?v=QavTg43VDsU,https://i.ytimg.com/vi/QavTg43VDsU/hqdefault.jpg
1203,Worst Fit algorithm in Memory Management | GeeksforGeeks,10K views,6 years ago,/watch?v=fQY2FVhDu9k,https://i.ytimg.com/vi/QavTg43VDsU/hqdefault.jpg
1204,First Fit algorithm in Memory Management | GeeksforGeeks,34K views,6 years ago,/watch?v=RZ6674-mjrQ,https://i.ytimg.com/vi/QavTg43VDsU/hqdefault.jpg
1205,Best Fit algorithm in Memory Management | GeeksforGeeks,25K views,6 years ago,/watch?v=TQSVMBsK1kk,https://i.ytimg.com/vi/QavTg43VDsU/hqdefault.jpg
1206,Find largest word in dictionary by deleting some characters of given string | GeeksforGeeks,4.9K views,6 years ago,/watch?v=31iAzVf8UxU,https://i.ytimg.com/vi/QavTg43VDsU/hqdefault.jpg
1207,Count number of substrings that start and end with 1 in a Binary String | GeeksforGeeks,5.5K views,6 years ago,/watch?v=h8UZKBq1ZR8,https://i.ytimg.com/vi/QavTg43VDsU/hqdefault.jpg
1208,All combinations of strings that can be used to dial a number | GeeksforGeeks,5.3K views,6 years ago,/watch?v=tE9EF-2Jw8U,https://i.ytimg.com/vi/QavTg43VDsU/hqdefault.jpg
1209,Inheritance in Java | GeeksforGeeks,10K views,6 years ago,/watch?v=AK_aFPSnU7Y,https://i.ytimg.com/vi/QavTg43VDsU/hqdefault.jpg
1210,Check if a given sequence of moves for a robot is circular or not | GeeksforGeeks,5.3K views,6 years ago,/watch?v=SKM3LenkDDc,https://i.ytimg.com/vi/QavTg43VDsU/hqdefault.jpg
1211,Variables in Java | GeeksforGeeks,19K views,6 years ago,/watch?v=snIUtdg0K30,https://i.ytimg.com/vi/QavTg43VDsU/hqdefault.jpg
1212,Check if two given strings are isomorphic to each other | GeeksforGeeks,11K views,6 years ago,/watch?v=7fWTI6AOydo,https://i.ytimg.com/vi/QavTg43VDsU/hqdefault.jpg
1213,Caesar Cipher | GeeksforGeeks,33K views,6 years ago,/watch?v=S472gPqwF-o,https://i.ytimg.com/vi/QavTg43VDsU/hqdefault.jpg
1214,Python Program to replace a word with asterisks in a sentence | GeeksforGeeks,9.9K views,6 years ago,/watch?v=x7byidJ-KB4,https://i.ytimg.com/vi/QavTg43VDsU/hqdefault.jpg
1215,Program for Fibonacci numbers using Dynamic Programming | GeeksforGeeks,39K views,6 years ago,/watch?v=LwZRsM7qhrI,https://i.ytimg.com/vi/QavTg43VDsU/hqdefault.jpg
1216,C++ Program to remove spaces from a string | GeeksforGeeks,23K views,6 years ago,/watch?v=D9SLoOAeM3k,https://i.ytimg.com/vi/QavTg43VDsU/hqdefault.jpg
1217,Number of nodes greater than a given value in n-ary tree | GeeksforGeeks,3.1K views,6 years ago,/watch?v=OpYZ8fbF61g,https://i.ytimg.com/vi/QavTg43VDsU/hqdefault.jpg
1218,Print all nodes in a binary tree having K leaves | GeeksforGeeks,1.9K views,6 years ago,/watch?v=KgfUY3TTjy4,https://i.ytimg.com/vi/QavTg43VDsU/hqdefault.jpg
